ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,target_sentiment_label,structured_generated_label,structured_sentiment_match,target_direction_label,generated_direction_label,real_net_sentiment,generated_net_sentiment,kl_divergence
AMD,2023-02-15,2023-02-16,0.03161366189677531,0.8041780351347316,0.164208302968493,0.010366063140233254,0.6194427355607223,0.3701912012990444,neutral,neutral,True,positive,neutral,False,down,down,0.1325946410717177,0.3598251381588112,0.11165940361957
NVDA,2023-02-15,2023-02-16,0.6361224556547037,0.1918450714372833,0.17203247290801296,0.9732471269407663,0.01728665751427453,0.009466215544959208,negative,negative,True,positive,neutral,False,down,down,-0.4640899827466908,-0.9637809113958071,0.6901008662387427
AMD,2023-02-16,2023-02-17,0.18699058472386185,0.0678970128022802,0.7451124024738579,0.03336939165935827,0.02968142882464187,0.9369491795159999,positive,positive,True,positive,neutral,False,down,down,0.558121817749996,0.9035797878566416,0.20774518724234753
NVDA,2023-02-16,2023-02-17,0.017417612313853914,0.8949216037479517,0.08766078393819433,0.14277866881653672,0.018393995754253,0.8388273354292103,neutral,positive,False,positive,neutral,False,down,down,0.07024317162434042,0.6960486666126735,3.2418845937175105
AMD,2023-02-17,2023-02-18,0.026553809642791748,0.9418777227401733,0.03156846761703491,0.011888218145505204,0.24170117147742168,0.7464106103770731,neutral,positive,False,neutral,neutral,True,down,down,0.005014657974243164,0.7345223922315679,1.2026015102410827
NVDA,2023-02-17,2023-02-18,0.026553809642791748,0.9418777227401733,0.03156846761703491,0.047124913469651086,0.01910646914667388,0.933768617383675,neutral,positive,False,neutral,neutral,True,down,down,0.005014657974243164,0.8866437039140239,3.549140022287061
NVDA,2023-02-21,2023-02-22,0.02126124247505753,0.8954980277734638,0.08324072975147868,0.9723763797657974,0.01783745205536676,0.009786168178835906,neutral,negative,False,positive,neutral,False,up,down,0.06197948727642115,-0.9625902115869615,3.6037619668080203
AMD,2023-02-22,2023-02-23,0.06321851258305479,0.04598540881254388,0.8907960786044014,0.020997766170675686,0.899943937734396,0.07905829609492836,positive,neutral,False,positive,neutral,False,up,down,0.8275775660213466,0.058060529924252674,2.090363033712731
NVDA,2023-02-22,2023-02-23,0.025379942229022994,0.19116034813594557,0.7834597096350314,0.045614599331941466,0.8954384160146412,0.05894698465341731,positive,neutral,False,positive,neutral,False,up,down,0.7580797674060085,0.013332385321475841,1.7168044190793372
AMD,2023-02-23,2023-02-24,0.07414483334231997,0.9000752635305767,0.02577990312710332,0.014449998679803604,0.887695723865388,0.09785427745480839,neutral,neutral,True,neutral,neutral,True,down,down,-0.04836493021521665,0.08340427877500478,0.09932903574487398
NVDA,2023-02-23,2023-02-24,0.28304389646358596,0.690097404459443,0.026858699076971023,0.08466855771582107,0.039877654916012605,0.8754537873681663,neutral,positive,False,negative,neutral,False,down,down,-0.25618519738661494,0.7907852296523452,2.2154930598634923
AMD,2023-02-24,2023-02-25,0.013199770764618856,0.5080658533355925,0.4787343758997886,0.014746498410090429,0.20611021241850874,0.7791432891714009,neutral,positive,False,neutral,neutral,True,up,down,0.46553460513516975,0.7643967907613104,0.22374728418370562
NVDA,2023-02-24,2023-02-25,0.16883028980780285,0.0331101900595792,0.7980595201326179,0.9703651666641235,0.018366817384958267,0.011268015950918198,positive,negative,False,neutral,neutral,True,up,down,0.629229230324815,-0.9590971507132053,3.124169982791194
AMD,2023-02-27,2023-02-28,0.03687577253438956,0.38345667005597295,0.5796675574096375,0.024031174808101873,0.8849378046871799,0.09103102050471823,positive,neutral,False,neutral,neutral,True,down,up,0.5427917848752479,0.06699984569661635,0.7682211821783297
