ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,target_sentiment_label,structured_generated_label,structured_sentiment_match,target_direction_label,generated_direction_label,real_net_sentiment,generated_net_sentiment,kl_divergence
NVDA,2023-06-07,2023-06-08,0.026035968699231162,0.9015334416466475,0.07243058965412136,0.03786709272465386,0.017602690088829104,0.9445302171865171,neutral,positive,False,positive,,False,up,,0.04639462095489019,0.9066631244618633,3.352717367860991
NVDA,2023-06-08,2023-06-09,0.04678285034777875,0.049874621445785805,0.9033425282064355,0.042884574139203394,0.9001903105562611,0.05692511530453554,positive,neutral,False,positive,,False,up,,0.8565596778586567,0.014040541165332147,2.3569469734800728
NVDA,2023-06-09,2023-06-10,0.0072999822016346465,0.15571452089917093,0.8369854968991944,0.31838085461424964,0.6579327440699777,0.023686401315772623,positive,neutral,False,neutral,,False,up,,0.8296855146975598,-0.29469445329847704,2.7318173117719664
NVDA,2023-06-12,2023-06-13,0.010840724709451303,0.1488881944202999,0.8402710808702488,0.046828076853969204,0.933200550325967,0.0199713728200637,positive,neutral,False,positive,,False,up,,0.8294303561607975,-0.026856704033905505,2.8529955123510145
NVDA,2023-06-13,2023-06-14,0.01030339976547751,0.7789023699914657,0.2107942302430568,0.05355596835082817,0.9116186959800319,0.034825335669139985,neutral,neutral,True,positive,,False,up,,0.2004908304775793,-0.018730632681688182,0.24001080085315707
NVDA,2023-06-14,2023-06-15,0.8934935714124742,0.08974701550636693,0.016759413081158886,0.9701018821064172,0.021941030152801088,0.007957087740781668,negative,negative,True,positive,,False,down,,-0.8767341583313153,-0.9621447943656356,0.06540441457070265
NVDA,2023-06-15,2023-06-16,0.00882695259204046,0.6834660299767932,0.30770701743116635,0.7917855447078503,0.18836091685855202,0.01985353843359764,neutral,negative,False,positive,,False,flat,,0.2988800648391259,-0.7719320062742527,1.6845253398532878
NVDA,2023-06-16,2023-06-17,0.013877071543612118,0.8183710040030703,0.16775192445331755,0.5976278542058381,0.18373964331982395,0.21863250247433796,neutral,negative,False,neutral,,False,up,,0.15387485290970543,-0.3789953517315001,1.1258251716817358
NVDA,2023-06-20,2023-06-21,0.025571282762503006,0.9178870251932216,0.05654169204427531,0.1724038998886507,0.7774390491384374,0.05015705097291189,neutral,neutral,True,positive,,False,down,,0.030970409281772304,-0.12224684891573881,0.11040795337135627
NVDA,2023-06-21,2023-06-22,0.01793199126067712,0.051602559992804525,0.9304654487465184,0.028216432569798583,0.023375686083915187,0.9484078813462862,positive,positive,True,positive,,False,flat,,0.9125334574858412,0.9201914487764876,0.014962241802936135
NVDA,2023-06-22,2023-06-23,0.8149127667737293,0.1176972805595875,0.06738995266668323,0.35793190414412474,0.6114306825720007,0.030637413283874537,negative,neutral,False,positive,,False,down,,-0.747522814107046,-0.3272944908602502,0.5296535824382296
NVDA,2023-06-23,2023-06-24,0.06157155764821505,0.9104123796374759,0.028016062714309085,0.01827950030565262,0.866094172000885,0.11562632769346237,neutral,neutral,True,negative,,False,down,,-0.033555494933905965,0.09734682738780975,0.08049178334606588
NVDA,2023-06-26,2023-06-27,0.01713249170304236,0.03343759266543651,0.9494299156315211,0.035589549292740795,0.9382321729708593,0.026178277736399944,positive,neutral,False,positive,,False,up,,0.9322974239284788,-0.00941127155634085,3.285321358814664
NVDA,2023-06-27,2023-06-28,0.01596205776703702,0.9012376607202089,0.08280028151275405,0.19002749234683744,0.49717862878846786,0.31279387886469473,neutral,neutral,True,neutral,,False,down,,0.06683822374571703,0.12276638651785729,0.38648562888372795
NVDA,2023-06-28,2023-06-29,0.312617689371109,0.35171473026275635,0.33566758036613464,0.026521879685635127,0.15187132075668647,0.8216067995576785,neutral,positive,False,positive,,False,down,,0.023049890995025635,0.7950849198720433,0.7661269844424536
NVDA,2023-06-29,2023-06-30,0.04115751977423132,0.5121459770148256,0.44669650321094306,0.17521671069627406,0.02335721695675541,0.8014260723469705,neutral,positive,False,positive,,False,up,,0.40553898343671174,0.6262093616506964,1.2606334790945477
NVDA,2023-06-30,2023-07-01,0.022370454923977923,0.02709325151562325,0.9505362935603988,0.8435903787612915,0.14027686417102814,0.01613275706768036,positive,negative,False,neutral,,False,up,,0.9281658386364209,-0.8274576216936111,3.748798405809801
NVDA,2023-07-03,2023-07-04,0.00972966160726163,0.8578301340611321,0.13244020433160628,0.2842878981440073,0.6881265601806721,0.027585541675320593,neutral,neutral,True,neutral,,False,down,,0.12271054272434465,-0.2567023564686867,0.36403602695143766
