ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,target_sentiment_label,structured_generated_label,structured_sentiment_match,target_direction_label,generated_direction_label,real_net_sentiment,generated_net_sentiment,kl_divergence
NVDA,2023-06-07,2023-06-08,0.026035968699231162,0.9015334416466475,0.07243058965412136,0.9743881068432584,0.012920971892363702,0.012690921264377921,neutral,negative,False,positive,positive,True,up,up,0.04639462095489019,-0.9616971855788805,3.8590752123696266
NVDA,2023-06-08,2023-06-09,0.04678285034777875,0.049874621445785805,0.9033425282064355,0.4602723395986759,0.4673356990418255,0.07239196135949859,positive,neutral,False,positive,positive,True,up,up,0.8565596778586567,-0.3878803782391773,2.06148650303164
NVDA,2023-06-09,2023-06-10,0.0072999822016346465,0.15571452089917093,0.8369854968991944,0.01259624929883519,0.8924007216304379,0.09500302907072687,positive,neutral,False,neutral,positive,False,up,up,0.8296855146975598,0.08240677977189168,1.5453521317727696
NVDA,2023-06-12,2023-06-13,0.010840724709451303,0.1488881944202999,0.8402710808702488,0.014500333671473603,0.4774297102088905,0.5080699561196359,positive,positive,True,positive,positive,True,up,up,0.8294303561607975,0.49356962244816227,0.2461040776501843
NVDA,2023-06-13,2023-06-14,0.01030339976547751,0.7789023699914657,0.2107942302430568,0.9730167216739453,0.01899063181055523,0.007992646515499536,neutral,negative,False,positive,positive,True,up,up,0.2004908304775793,-0.9650240751584457,3.535732203887672
NVDA,2023-06-14,2023-06-15,0.8934935714124742,0.08974701550636693,0.016759413081158886,0.03842662790855003,0.024042135534159213,0.9375312365572908,negative,positive,False,positive,positive,True,down,up,-0.8767341583313153,0.8991046086487408,2.8620467336282056
NVDA,2023-06-15,2023-06-16,0.00882695259204046,0.6834660299767932,0.30770701743116635,0.010965706002419433,0.08485375463292591,0.9041805393646547,neutral,positive,False,positive,positive,True,flat,up,0.2988800648391259,0.8932148333622353,1.092292784461948
NVDA,2023-06-16,2023-06-17,0.013877071543612118,0.8183710040030703,0.16775192445331755,0.9713713968979998,0.017619492207158947,0.011009110894841249,neutral,negative,False,neutral,positive,False,up,down,0.15387485290970543,-0.9603622860031585,3.5391217534227644
NVDA,2023-06-20,2023-06-21,0.025571282762503006,0.9178870251932216,0.05654169204427531,0.9728039996864442,0.020279969186762645,0.006916031126793191,neutral,negative,False,positive,positive,True,down,up,0.030970409281772304,-0.965887968559651,3.5251450597611567
NVDA,2023-06-21,2023-06-22,0.01793199126067712,0.051602559992804525,0.9304654487465184,0.024691899157617773,0.029803643946837537,0.9455044568955447,positive,positive,True,positive,positive,True,flat,up,0.9125334574858412,0.9208125577379269,0.0076717313407235685
NVDA,2023-06-22,2023-06-23,0.8149127667737293,0.1176972805595875,0.06738995266668323,0.9738782859380468,0.009684554853708201,0.016437159208244935,negative,negative,True,positive,positive,True,down,up,-0.747522814107046,-0.9574411267298019,0.24382099879461122
NVDA,2023-06-23,2023-06-24,0.06157155764821505,0.9104123796374759,0.028016062714309085,0.9726885462056568,0.019966715751541297,0.007344738042801852,neutral,negative,False,negative,positive,False,down,up,-0.033555494933905965,-0.9653438081628549,3.345200032167403
NVDA,2023-06-26,2023-06-27,0.01713249170304236,0.03343759266543651,0.9494299156315211,0.30859528247665896,0.0236713835780667,0.6677333339452743,positive,positive,True,positive,positive,True,up,up,0.9322974239284788,0.3591380514686154,0.296192380348212
NVDA,2023-06-27,2023-06-28,0.01596205776703702,0.9012376607202089,0.08280028151275405,0.02682355729972745,0.02003369573660641,0.9531427469636662,neutral,positive,False,neutral,positive,False,down,up,0.06683822374571703,0.9263191896639388,3.2198349534467248
NVDA,2023-06-28,2023-06-29,0.312617689371109,0.35171473026275635,0.33566758036613464,0.967039763190165,0.01911923728791168,0.013840999521923282,neutral,negative,False,positive,positive,True,down,up,0.023049890995025635,-0.9531987636682417,1.7414826178960559
NVDA,2023-06-29,2023-06-30,0.04115751977423132,0.5121459770148256,0.44669650321094306,0.9744623391238125,0.017784091647799004,0.0077535692283884836,neutral,negative,False,positive,positive,True,up,up,0.40553898343671174,-0.9667087698954241,3.4015100399954665
NVDA,2023-06-30,2023-07-01,0.022370454923977923,0.02709325151562325,0.9505362935603988,0.06006259706116195,0.026687814966671383,0.9132495879721667,positive,positive,True,neutral,positive,False,up,up,0.9281658386364209,0.8531869909110048,0.016352140887125957
NVDA,2023-07-03,2023-07-04,0.00972966160726163,0.8578301340611321,0.13244020433160628,0.010779896971916532,0.8087471889261512,0.1804729141019323,neutral,neutral,True,neutral,positive,False,down,down,0.12271054272434465,0.16969301713001578,0.008562244060506657
NVDA,2023-07-05,2023-07-06,0.019107360179267525,0.9384728565237724,0.042419783296960036,0.030551813444320515,0.03867582827611021,0.9307723582795693,neutral,positive,False,positive,positive,True,down,up,0.02331242311769251,0.9002205448352487,2.852849351306037
NVDA,2023-07-06,2023-07-07,0.022119823760837973,0.8298797576506445,0.14800041858851753,0.9637471092724419,0.023839481796608764,0.012413408930949355,neutral,negative,False,positive,positive,True,up,up,0.12588059482767955,-0.9513337003414926,3.2293432282126453
NVDA,2023-07-07,2023-07-08,0.016675822188320425,0.9410620191535053,0.042262158658174294,0.037623314718077,0.020790999019464514,0.9415856862624585,neutral,positive,False,positive,positive,True,down,up,0.02558633646985387,0.9039623715443815,3.443052045607916
NVDA,2023-07-10,2023-07-11,0.8719938126204093,0.11026377641647221,0.017742410963118484,0.021390691439417547,0.02351079699305966,0.9550985115675228,negative,positive,False,positive,positive,True,up,up,-0.8542514016572909,0.9337078201281053,3.332886414240621
NVDA,2023-07-11,2023-07-12,0.010409173894972621,0.9071518478452365,0.08243897825979091,0.022139596151405514,0.022010682478706276,0.9558497213698882,neutral,positive,False,positive,positive,True,up,up,0.07202980436481829,0.9337101252184827,3.1636241145858746
NVDA,2023-07-12,2023-07-13,0.03158221244835122,0.023439900746040472,0.9449778868056083,0.02656654268503189,0.026476703584194183,0.9469567537307739,positive,positive,True,positive,positive,True,up,up,0.9133956743572571,0.920390211045742,0.0006294975070881997
NVDA,2023-07-13,2023-07-14,0.031173962170661623,0.029875586781633295,0.9389504510477051,0.9399042356302945,0.012913740439239518,0.047182023930466034,positive,negative,False,positive,positive,True,down,down,0.9077764888770435,-0.8927222116998285,2.727039369830061
NVDA,2023-07-14,2023-07-15,0.018326550858665636,0.8956285185786226,0.08604493056271173,0.03269342522918665,0.019488884909699584,0.9478176898611138,neutral,positive,False,neutral,neutral,True,up,down,0.0677183797040461,0.9151242646319272,3.2111258540917014
NVDA,2023-07-17,2023-07-18,0.007482630556089951,0.2933226069057853,0.6991947625381247,0.03750605066295619,0.9197498388635025,0.04274411047354135,positive,neutral,False,positive,positive,True,up,down,0.6917121319820347,0.005238059810585158,1.60675927466195
NVDA,2023-07-18,2023-07-19,0.011610493063926697,0.7746768593788147,0.2137126475572586,0.014974568454493738,0.5128477039045048,0.4721777276410014,neutral,neutral,True,positive,positive,True,down,up,0.2021021544933319,0.45720315918650767,0.14715950990429127
NVDA,2023-07-19,2023-07-20,0.015336845470063084,0.8877454035513767,0.09691775097856022,0.11812705615665964,0.01718651435505791,0.8646864294882824,neutral,positive,False,positive,positive,True,down,down,0.08158090550849713,0.7465593733316228,3.2583498598308105
NVDA,2023-07-20,2023-07-21,0.016931097702218626,0.9235461812683019,0.05952272102947949,0.9758226653377116,0.015348719089879413,0.008828615572408985,neutral,negative,False,positive,positive,True,down,up,0.042591623327260866,-0.9669940497653026,3.82889297489421
NVDA,2023-07-21,2023-07-22,0.013718166987716834,0.8819038654402825,0.10437796757200066,0.9757479580010754,0.014779201965610594,0.00947284003331404,neutral,negative,False,positive,positive,True,up,up,0.09065980058428383,-0.9662751179677613,3.7979467392254525
NVDA,2023-07-24,2023-07-25,0.012355785495468072,0.8333604747132446,0.15428373979128732,0.7520643304572031,0.01931820021603554,0.2286174693267613,neutral,negative,False,positive,positive,True,up,down,0.14192795429581925,-0.5234468611304418,3.0256783777331546
NVDA,2023-07-25,2023-07-26,0.013765011439746783,0.527767997675188,0.45846699088506526,0.8632872186131944,0.015336222032533762,0.12137655935427193,neutral,negative,False,positive,positive,True,down,up,0.4447019794453185,-0.7419106592589224,2.4198051953450253
NVDA,2023-07-26,2023-07-27,0.02108015126162658,0.20156178227910274,0.7773580664592706,0.046414720106782915,0.023243994559824222,0.9303412853333929,positive,positive,True,positive,positive,True,up,up,0.7562779151976441,0.88392656522661,0.27909241359443054
NVDA,2023-07-27,2023-07-28,0.033790382406108196,0.03986956118516916,0.9263400564087226,0.01531262008211063,0.9216145658489651,0.0630728140689243,positive,neutral,False,positive,positive,True,up,up,0.8925496740026144,0.04776019398681367,2.390564997900996
NVDA,2023-07-28,2023-07-29,0.027019329369068146,0.8842576146125793,0.08872305601835251,0.0689114750995255,0.021183068927326208,0.9099054559731483,neutral,positive,False,positive,positive,True,flat,up,0.06170372664928436,0.8409939808736229,3.0678193744831623
NVDA,2023-07-31,2023-08-01,0.10457866916453827,0.18762347753539038,0.7077978533000714,0.026667685508773572,0.02314089342091501,0.9501914210703114,positive,positive,True,positive,positive,True,down,down,0.6032191841355331,0.9235237355615379,0.3271205825952106
NVDA,2023-08-01,2023-08-02,0.9726732828003362,0.010617175355173964,0.016709541844489847,0.012741603781772373,0.8401787806659853,0.14707961555224233,negative,neutral,False,negative,positive,False,down,up,-0.9559637409558464,0.13433801177046995,4.133957260716397
NVDA,2023-08-02,2023-08-03,0.02522637820254468,0.07689904980419641,0.8978745719932589,0.047012303900202806,0.861614124134446,0.09137357196535117,positive,neutral,False,positive,positive,True,up,up,0.8726481937907142,0.04436126806514837,1.8501937700947213
NVDA,2023-08-03,2023-08-04,0.0485106919293696,0.9158474598263027,0.03564184824432772,0.011453854136720088,0.8363763168107595,0.1521698290525204,neutral,neutral,True,positive,positive,True,up,down,-0.012868843685041875,0.14071597491580032,0.10142237640593588
NVDA,2023-08-04,2023-08-05,0.9450608445429787,0.044120856355109705,0.010818299101911639,0.027810910561247296,0.021693017212526776,0.9504960722262259,negative,positive,False,neutral,positive,False,up,up,-0.934242545441067,0.9226851616649786,3.315018587896254
NVDA,2023-08-07,2023-08-08,0.009494251651175567,0.7570654217280343,0.23344032662079012,0.9723731081787653,0.018068966264868636,0.009557925556366075,neutral,negative,False,positive,positive,True,down,up,0.22394607496961455,-0.9628151826223993,3.5298536639788347
