ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,target_sentiment_label,structured_generated_label,structured_sentiment_match,target_direction_label,generated_direction_label,real_net_sentiment,generated_net_sentiment,kl_divergence
NVDA,2023-06-07,2023-06-08,0.026035968699231162,0.9015334416466475,0.07243058965412136,0.08561487942415592,0.8382448991217785,0.07614022145406567,neutral,neutral,True,positive,positive,True,up,up,0.04639462095489019,-0.009474657970090256,0.031009310194066393
NVDA,2023-06-08,2023-06-09,0.04678285034777875,0.049874621445785805,0.9033425282064355,0.13808002555191698,0.025821065495164112,0.8360989089529189,positive,positive,True,positive,positive,True,up,up,0.8565596778586567,0.6980188834010019,0.05207763911808499
NVDA,2023-06-09,2023-06-10,0.0072999822016346465,0.15571452089917093,0.8369854968991944,0.968817517571967,0.02189893377474201,0.00928354865329101,positive,negative,False,neutral,positive,False,up,up,0.8296855146975598,-0.9595339689186759,4.037506516053955
NVDA,2023-06-12,2023-06-13,0.010840724709451303,0.1488881944202999,0.8402710808702488,0.011683306356549048,0.8558220133536278,0.13249468028982306,positive,neutral,False,positive,positive,True,up,up,0.8294303561607975,0.12081137393327401,1.2909366081745686
NVDA,2023-06-13,2023-06-14,0.01030339976547751,0.7789023699914657,0.2107942302430568,0.036561720325336354,0.0236097942961389,0.9398284853785247,neutral,positive,False,positive,positive,True,up,up,0.2004908304775793,0.9032667650531884,2.3950693058000896
NVDA,2023-06-14,2023-06-15,0.8934935714124742,0.08974701550636693,0.016759413081158886,0.05062282439089259,0.019030034471191337,0.9303471411379161,negative,positive,False,positive,positive,True,down,up,-0.8767341583313153,0.8797243167470234,2.6368643606583815
NVDA,2023-06-15,2023-06-16,0.00882695259204046,0.6834660299767932,0.30770701743116635,0.02464370946997146,0.023539390020343456,0.951816900509685,neutral,positive,False,positive,positive,True,up,up,0.2988800648391259,0.9271731910397136,1.9457234594131623
NVDA,2023-06-16,2023-06-17,0.013877071543612118,0.8183710040030703,0.16775192445331755,0.0189271624073731,0.5976905193308898,0.3833823182617371,neutral,neutral,True,neutral,positive,False,up,up,0.15387485290970543,0.364455155854364,0.11420545654415548
NVDA,2023-06-20,2023-06-21,0.025571282762503006,0.9178870251932216,0.05654169204427531,0.027837453362179673,0.03016906987115265,0.9419934767666677,neutral,positive,False,positive,positive,True,down,up,0.030970409281772304,0.914156023404488,2.973595940341433
NVDA,2023-06-21,2023-06-22,0.01793199126067712,0.051602559992804525,0.9304654487465184,0.025722480304218667,0.029679597125814222,0.9445979225699671,positive,positive,True,positive,positive,True,down,up,0.9125334574858412,0.9188754422657485,0.00804625846242616
NVDA,2023-06-22,2023-06-23,0.8149127667737293,0.1176972805595875,0.06738995266668323,0.01778435202059507,0.047115519857740415,0.9351001281216645,negative,positive,False,positive,positive,True,down,up,-0.747522814107046,0.9173157761010695,3.0473547094341367
NVDA,2023-06-23,2023-06-24,0.06157155764821505,0.9104123796374759,0.028016062714309085,0.010417190409499753,0.6271035688755202,0.36247924071498006,neutral,neutral,True,negative,positive,False,down,up,-0.033555494933905965,0.3520620503054803,0.3770593391716948
NVDA,2023-06-26,2023-06-27,0.01713249170304236,0.03343759266543651,0.9494299156315211,0.07569806080353847,0.018419723477445304,0.9058822157190163,positive,positive,True,positive,positive,True,up,up,0.9322974239284788,0.8301841549154778,0.03906045165525032
NVDA,2023-06-27,2023-06-28,0.01596205776703702,0.9012376607202089,0.08280028151275405,0.023895160380735907,0.023133593724037928,0.9529712458952262,neutral,positive,False,neutral,positive,False,down,up,0.06683822374571703,0.9290760855144903,3.0920339045022276
NVDA,2023-06-28,2023-06-29,0.312617689371109,0.35171473026275635,0.33566758036613464,0.9687665141527319,0.018429062196424366,0.012804423650843775,neutral,negative,False,positive,positive,True,down,up,0.023049890995025635,-0.9559620905018881,1.7799859545829668
NVDA,2023-06-29,2023-06-30,0.04115751977423132,0.5121459770148256,0.44669650321094306,0.02464267353725962,0.02382634877349943,0.951530977689241,neutral,positive,False,positive,positive,True,up,up,0.40553898343671174,0.9268883041519814,1.2544925657228316
NVDA,2023-06-30,2023-07-01,0.022370454923977923,0.02709325151562325,0.9505362935603988,0.02047419860148533,0.05636048290859151,0.9231653184899231,positive,positive,True,neutral,positive,False,up,up,0.9281658386364209,0.9026911198884378,0.009908900161145616
NVDA,2023-07-03,2023-07-04,0.00972966160726163,0.8578301340611321,0.13244020433160628,0.5035123965752981,0.018937649734438854,0.4775499536902631,neutral,negative,False,neutral,positive,False,down,up,0.12271054272434465,-0.02596244288503502,3.062867333905793
NVDA,2023-07-05,2023-07-06,0.019107360179267525,0.9384728565237724,0.042419783296960036,0.07093859622490249,0.07240167422000336,0.8566597295550942,neutral,positive,False,positive,positive,True,down,up,0.02331242311769251,0.7857211333301917,2.2518370338391764
NVDA,2023-07-06,2023-07-07,0.022119823760837973,0.8298797576506445,0.14800041858851753,0.4333386655278901,0.019650465938939737,0.5470108685331702,neutral,positive,False,positive,positive,True,up,up,0.12588059482767955,0.11367220300528008,2.84710756605343
NVDA,2023-07-07,2023-07-08,0.016675822188320425,0.9410620191535053,0.042262158658174294,0.037623314718077,0.020790999019464514,0.9415856862624585,neutral,positive,False,positive,positive,True,down,up,0.02558633646985387,0.9039623715443815,3.443052045607916
NVDA,2023-07-10,2023-07-11,0.8719938126204093,0.11026377641647221,0.017742410963118484,0.030738207152824982,0.02216226835106068,0.9470995244961143,negative,positive,False,positive,positive,True,up,up,-0.8542514016572909,0.9163613173432894,3.02340690408339
NVDA,2023-07-11,2023-07-12,0.010409173894972621,0.9071518478452365,0.08243897825979091,0.02865617499197442,0.02175792047608974,0.9495859045319358,neutral,positive,False,positive,positive,True,up,up,0.07202980436481829,0.9209297295399614,3.1719581972864743
NVDA,2023-07-12,2023-07-13,0.03158221244835122,0.023439900746040472,0.9449778868056083,0.026231285038043083,0.024913379783294835,0.948855335178662,positive,positive,True,positive,positive,True,up,up,0.9133956743572571,0.922624050140619,0.0005644274479223237
NVDA,2023-07-13,2023-07-14,0.031173962170661623,0.029875586781633295,0.9389504510477051,0.9752773096449908,0.01747093172379781,0.0072517586312114005,positive,negative,False,positive,positive,True,down,up,0.9077764888770435,-0.9680255510137794,4.475295151381199
NVDA,2023-07-14,2023-07-15,0.018326550858665636,0.8956285185786226,0.08604493056271173,0.45120872411753904,0.020255536444650186,0.5285357394378107,neutral,positive,False,neutral,neutral,True,up,up,0.0677183797040461,0.0773270153202717,3.178721013408635
NVDA,2023-07-17,2023-07-18,0.007482630556089951,0.2933226069057853,0.6991947625381247,0.0594140764808987,0.8856184878476778,0.05496743567142348,positive,neutral,False,positive,positive,True,up,up,0.6917121319820347,-0.004446640809475218,1.4385550445711648
NVDA,2023-07-18,2023-07-19,0.011610493063926697,0.7746768593788147,0.2137126475572586,0.37689656823166906,0.5923517600392838,0.03075167172904718,neutral,neutral,True,positive,positive,True,down,up,0.2021021544933319,-0.34614489650262187,0.5817978365801912
NVDA,2023-07-19,2023-07-20,0.015336845470063084,0.8877454035513767,0.09691775097856022,0.021592680686603197,0.032432359195237744,0.9459749601181591,neutral,positive,False,positive,positive,True,down,up,0.08158090550849713,0.9243822794315558,2.711958996256646
NVDA,2023-07-20,2023-07-21,0.016931097702218626,0.9235461812683019,0.05952272102947949,0.9491993913746906,0.020942736153774302,0.029857872471535152,neutral,negative,False,positive,positive,True,down,up,0.042591623327260866,-0.9193415189031554,3.4698347808808165
NVDA,2023-07-21,2023-07-22,0.013718166987716834,0.8819038654402825,0.10437796757200066,0.5592585677074217,0.019257418380884416,0.421484013911694,neutral,negative,False,positive,positive,True,up,up,0.09065980058428383,-0.13777455379572767,3.176012633853505
NVDA,2023-07-24,2023-07-25,0.012355785495468072,0.8333604747132446,0.15428373979128732,0.01530999460802396,0.914993971609314,0.06969603378266206,neutral,neutral,True,positive,positive,True,up,up,0.14192795429581925,0.05438603917463811,0.04207419239150243
NVDA,2023-07-25,2023-07-26,0.013765011439746783,0.527767997675188,0.45846699088506526,0.0874384709225529,0.029673353799306433,0.8828881752781407,neutral,positive,False,positive,positive,True,down,up,0.4447019794453185,0.7954497043555878,1.1932443217788553
NVDA,2023-07-26,2023-07-27,0.02108015126162658,0.20156178227910274,0.7773580664592706,0.0591246437444418,0.02256097602544397,0.9183143802301142,positive,positive,True,positive,positive,True,up,up,0.7562779151976441,0.8591897364856724,0.2901167110083729
